AÑOREG;DEPOCU;DEPREG;DIAOCU;EDADHOM;EDADMUJ;MESOCU;MESREG;MUPOCU;MUPREG;NACHOM;NACMUJ
2012;22;22;28;34;999;5;7;2201;2201;320;320
2012;18;18;22;35;32;3;5;1801;1801;320;320
2013;12;12;15;35;999;8;6;1215;1215;320;320
2012;22;22;26;37;36;4;6;2201;2212;320;320
2012;19;19;10;38;30;8;9;1901;1904;320;320
2012;13;13;11;39;38;4;5;1301;1301;320;320
2012;17;17;14;40;999;2;3;1703;1703;320;320
2013;15;15;8;40;35;8;2;1507;1507;320;320
2012;19;19;6;43;33;1;3;1901;1904;320;320
2012;20;20;9;44;34;7;9;2001;2008;320;320
2012;1;1;5;44;999;6;7;116;116;320;320
2012;2;2;13;46;999;6;9;201;201;320;320
2013;16;16;23;46;38;11;2;1601;1601;320;320
2012;21;21;31;46;999;5;7;2101;2101;320;320
2012;2;2;24;48;999;4;9;201;203;320;320
2013;5;5;25;50;999;10;2;501;511;320;320
2012;5;5;26;50;44;10;11;509;509;320;320
2012;9;12;30;55;999;7;9;920;1212;320;320
2013;5;5;8;59;999;2;1;501;509;320;320
2012;11;11;17;36;999;10;12;1101;1101;320;320
2012;2;2;10;47;999;7;9;201;203;320;320
2013;9;9;20;30;999;8;1;901;905;320;320
2012;17;17;28;37;27;8;10;1705;1705;320;320
2012;16;16;20;50;44;7;8;1601;1603;320;320
2012;6;6;11;31;29;6;7;601;614;320;320
2012;1;1;8;38;999;6;7;116;116;320;320
2012;18;18;11;45;999;6;8;1801;1801;320;320
2013;1;1;23;999;999;4;1;101;101;320;320
2012;1;1;4;999;999;6;7;101;101;320;320
2012;1;1;28;999;999;6;8;101;101;320;320
2012;1;1;28;999;22;8;12;101;101;320;320
2012;1;3;9;999;999;2;7;101;306;320;320
2012;1;3;9;999;999;2;12;101;306;320;320
2013;1;22;2;999;48;8;6;101;2214;320;320
2012;3;3;19;999;999;4;8;301;304;320;320
2012;3;3;11;999;999;7;8;301;306;320;320
2012;3;3;16;999;999;11;12;301;306;320;320
2012;6;6;25;999;999;9;11;601;608;320;320
2012;10;10;13;999;999;9;10;1001;1002;320;320
2012;11;11;26;999;999;6;7;1101;1102;320;320
2012;12;12;17;999;999;9;10;1201;1204;320;320
2012;14;14;19;999;999;3;4;1401;1412;320;320
2013;18;18;12;999;999;12;4;1801;1801;320;320
2012;18;18;27;999;999;4;5;1801;1801;320;320
2012;18;18;4;999;999;5;6;1801;1801;320;320
2012;18;18;11;999;999;6;6;1801;1801;320;320
2012;18;18;20;999;999;3;6;1801;1801;320;320
2012;18;18;9;999;999;8;8;1801;1801;320;320
2012;18;18;27;999;30;9;10;1801;1801;320;320
2012;19;19;2;999;999;3;4;1901;1901;320;320
2013;20;20;16;999;999;8;1;2001;2001;320;320
2013;20;20;23;999;999;8;1;2001;2001;320;320
2013;20;20;20;999;999;3;2;2001;2001;320;320
2012;20;20;6;999;999;2;3;2001;2001;320;320
2013;20;20;22;999;999;11;3;2001;2001;320;320
2012;20;20;28;999;999;6;8;2001;2001;320;320
2012;20;20;3;999;999;7;11;2001;2001;320;320
2012;20;20;3;999;999;7;12;2001;2001;320;320
2013;20;20;28;999;999;8;1;2001;2002;320;320
2012;22;22;23;999;999;7;8;2201;2201;320;320
2012;22;22;6;999;999;3;3;2201;2203;320;320
2012;22;22;21;999;999;5;8;2201;2203;320;320
2012;22;22;28;999;999;7;9;2201;2205;320;320
2012;22;22;5;999;999;10;11;2201;2215;320;320
2012;17;17;29;999;999;5;8;1703;1702;320;320
2013;17;17;20;999;999;11;1;1703;1703;320;320
2012;17;17;18;999;999;4;7;1703;1711;320;320
2012;17;17;15;999;999;6;8;1703;1711;320;320
2012;17;17;18;999;999;5;8;1703;1711;320;320
2013;13;13;3;999;999;10;3;1304;1304;320;320
2013;13;13;18;999;999;9;4;1304;1304;320;320
2012;13;13;25;999;999;5;6;1304;1304;320;320
2012;13;13;3;999;999;2;5;1312;1324;320;320
2013;1;1;18;999;999;5;1;115;115;320;320
2012;1;3;6;999;999;6;7;115;306;320;320
2012;1;1;9;999;999;2;5;101;101;568;320
2012;9;9;31;55;54;10;11;920;917;320;320
2012;1;22;11;29;999;6;7;101;2203;320;320
2012;11;11;28;51;43;6;8;1101;1101;320;320
2012;9;9;21;999;999;8;11;901;923;320;320
2012;20;20;30;999;999;3;5;2001;2001;320;320
2012;1;1;4;999;54;6;7;101;101;840;320
2013;17;17;9;999;999;8;4;1701;1701;9999;9999
2013;18;18;23;35;31;4;1;1801;1801;320;320
2012;1;1;23;35;999;10;11;115;115;320;320
2012;1;1;25;999;999;7;10;101;101;320;320
2012;22;22;2;35;999;7;8;2201;2202;320;320
2013;19;19;20;42;999;12;2;1901;1901;320;320
2012;18;18;23;999;999;7;8;1801;1801;320;320
2012;18;18;27;999;40;2;4;1801;1804;320;320
2012;1;1;16;34;999;1;3;101;101;320;320
2012;18;18;27;47;999;6;7;1801;1804;320;320
2012;1;1;22;53;45;3;6;101;101;320;320
2012;18;18;29;29;26;5;11;1801;1801;320;320
2012;18;18;12;999;999;10;11;1801;1801;320;320
2012;20;20;24;999;999;4;6;2001;2001;320;320
2012;1;1;26;44;999;4;7;101;101;320;320
2012;4;4;23;30;33;2;5;401;401;320;320
2012;1;1;17;28;999;9;10;116;116;320;320
2012;1;22;16;999;999;10;11;101;2217;320;320
2012;18;18;7;999;999;3;3;1801;1801;320;320
2013;20;20;22;999;999;6;2;2001;2001;320;320
2012;18;18;29;24;23;5;6;1801;1801;320;320
2012;1;1;7;999;999;2;11;101;101;320;320
2013;16;16;2;54;999;11;3;1601;1601;320;320
2013;1;6;15;999;999;11;6;101;606;320;320
2012;1;1;22;50;45;8;12;101;101;320;320
2012;1;9;19;28;33;11;12;101;917;320;320
2012;22;22;19;26;31;1;2;2201;2207;222;320
2012;1;1;27;41;999;8;11;116;116;320;320
2012;5;5;13;38;999;6;8;501;509;320;320
2012;18;18;5;31;999;10;11;1801;1801;320;320
2012;22;22;11;34;24;9;12;2204;2204;320;320
2013;1;22;6;50;999;8;1;108;2205;320;320
2012;8;8;26;35;36;1;3;801;806;320;320
2012;10;10;6;44;999;6;7;1001;1001;320;320
2012;1;1;13;57;999;6;9;115;101;320;320
2012;1;1;12;35;999;4;6;116;116;320;320
2012;1;1;12;35;999;4;7;116;116;320;320
2012;1;1;23;999;999;4;9;101;101;320;320
2012;16;16;23;999;999;3;6;1601;1601;320;320
2012;18;18;31;999;999;8;9;1801;1801;320;320
2012;18;18;26;999;999;1;7;1801;1804;320;320
2012;9;9;23;40;999;2;3;901;903;320;320
2012;20;20;3;999;999;4;9;2001;2001;320;320
2012;22;22;23;39;999;2;4;2201;2205;320;320
2012;18;18;18;63;999;4;9;1801;1802;320;320
2012;9;9;23;26;999;4;7;901;909;320;320
2012;4;4;1;34;26;10;12;401;401;320;320
2012;18;18;14;47;999;8;10;1801;1801;320;320
2012;4;4;3;46;999;1;3;401;409;320;320
2012;1;10;18;999;999;10;11;101;1003;320;320
2012;10;10;19;999;999;9;10;1001;1003;320;320
2013;16;16;8;999;999;8;3;1601;1604;320;320
2012;18;18;21;999;999;5;6;1801;1801;320;320
2012;19;18;12;999;999;4;5;1901;1801;320;320
2012;14;14;20;999;999;9;11;1404;1404;320;320
2012;22;22;2;57;52;11;11;2201;2203;320;320
2012;1;1;11;999;999;10;12;101;101;320;320
2012;1;20;12;999;999;8;9;101;2011;320;320
2013;18;18;31;999;36;7;2;1801;1801;320;320
2012;18;18;6;999;999;3;4;1801;1801;320;320
2012;18;18;3;999;999;4;5;1801;1801;320;320
2012;20;20;16;999;42;3;4;2001;2008;320;320
2013;22;22;19;999;999;11;1;2201;2201;320;320
2013;22;22;20;999;999;8;1;2201;2201;320;320
2012;22;22;3;999;999;10;11;2201;2201;320;320
2012;22;22;12;999;999;10;11;2201;2201;320;320
2012;22;22;12;999;999;9;12;2201;2201;320;320
2012;22;22;6;999;999;2;2;2201;2203;320;320
2012;22;22;12;999;999;9;10;2201;2203;320;320
2012;22;22;26;999;999;9;10;2201;2203;320;320
2012;18;18;14;999;999;3;4;1801;1801;320;320
2012;17;17;9;999;999;8;9;1703;1703;320;320
2012;1;1;17;25;21;4;7;101;101;320;320
2012;13;13;23;25;22;7;8;1301;1301;320;320
2013;10;10;25;30;23;7;1;1001;1001;320;320
2012;20;20;13;32;999;11;12;2001;2001;320;320
2012;22;22;8;44;45;5;6;2201;2201;320;320
2012;20;20;29;45;999;10;12;2001;2001;320;320
2012;1;1;28;999;21;3;6;101;101;320;320
2012;4;4;18;999;999;5;10;401;405;320;320
2012;18;18;18;999;30;5;8;1801;1801;320;320
2012;20;20;27;999;999;3;5;2001;2001;320;320
2012;20;20;11;999;999;5;8;2001;2001;320;320
2012;1;1;11;999;999;9;10;115;115;320;320
2012;17;17;25;999;999;5;7;1703;1701;9999;9999
2012;17;17;24;32;32;1;5;1703;1703;320;320
2012;15;15;3;39;27;1;3;1501;1503;320;320
2012;19;19;27;19;18;4;5;1901;1901;320;320
2012;1;1;30;20;23;3;6;115;115;320;320
2012;18;18;2;34;39;3;5;1801;1801;320;320
2012;15;15;25;44;999;1;3;1501;1501;320;320
2012;14;14;15;22;17;2;5;1401;1401;320;320
2013;18;18;3;28;30;10;1;1801;1801;320;320
2012;15;15;15;29;999;6;8;1501;1503;320;320
2013;22;22;23;29;999;10;2;2212;2212;320;320
2012;1;5;22;30;999;6;11;101;507;320;320
2012;22;22;26;35;33;4;5;2201;2201;320;320
2012;12;12;26;36;999;10;12;1215;1215;320;320
2012;18;18;8;39;999;8;9;1801;1804;320;320
2012;5;5;8;41;999;2;4;501;501;320;320
2012;18;18;23;24;24;5;6;1801;1801;320;170
2012;1;6;13;26;21;8;9;101;614;320;320
2012;6;6;8;26;21;8;11;601;614;320;320
2012;18;18;23;23;22;8;11;1801;1801;320;320
2012;18;18;9;28;999;5;5;1801;1801;320;320
2012;18;18;12;36;37;4;9;1801;1801;320;320
2012;18;18;28;42;999;2;3;1801;1801;320;320
2012;18;18;9;45;999;4;5;1801;1801;320;320
2013;1;1;1;999;999;10;1;101;101;320;320
2013;1;1;7;999;999;9;1;101;101;320;320
2012;1;1;5;999;999;1;3;101;101;320;320
2012;1;1;21;999;28;2;3;101;101;320;320
2012;1;1;23;999;999;2;6;101;101;320;320
2012;1;1;28;999;999;5;7;101;101;320;320
2012;1;1;19;999;999;7;8;101;101;320;320
2012;1;1;8;999;999;6;9;101;101;320;320
2012;1;1;3;999;35;5;10;101;101;320;320
2012;1;1;21;999;999;5;11;101;101;320;320
2012;1;1;3;999;999;10;12;101;101;320;320
2012;1;1;17;999;999;10;12;101;101;320;320
2013;1;1;27;999;999;8;2;101;115;320;320
2013;1;22;4;999;999;12;6;101;2201;320;320
2012;1;22;17;999;999;8;10;101;2215;320;320
2012;3;3;19;999;999;1;2;301;301;320;320
2012;3;3;27;999;999;3;6;301;301;320;320
2012;3;3;16;999;999;11;12;301;301;320;320
2012;5;5;28;999;999;9;12;501;501;320;320
2013;5;5;2;999;999;12;3;501;507;320;320
2012;5;5;12;999;999;4;5;501;509;320;320
2012;9;9;19;999;999;6;10;901;901;320;320
2012;18;18;26;999;999;6;7;1801;1801;320;320
2012;18;18;24;999;999;8;9;1801;1801;320;320
2013;18;18;4;999;999;10;1;1801;1801;320;320
2013;18;18;7;999;999;12;2;1801;1801;320;320
2012;18;18;29;999;999;2;3;1801;1801;320;320
2013;18;18;1;999;999;6;4;1801;1801;320;320
2013;18;18;17;999;999;10;4;1801;1801;320;320
2012;18;18;1;999;999;6;6;1801;1801;320;320
2012;18;18;3;999;999;2;6;1801;1801;320;320
2012;18;18;18;999;999;5;6;1801;1801;320;320
2012;18;18;23;999;999;2;6;1801;1801;320;320
2012;18;18;4;999;999;7;7;1801;1801;320;320
2012;18;18;22;999;999;6;7;1801;1801;320;320
2012;18;18;12;999;999;7;8;1801;1801;320;320
2012;18;18;21;999;999;5;8;1801;1801;320;320
2012;18;18;9;999;999;8;9;1801;1801;320;320
2012;18;18;3;999;999;10;10;1801;1801;320;320
2012;18;18;5;999;999;10;10;1801;1801;320;320
2012;18;18;7;999;999;8;10;1801;1801;320;320
2012;18;18;28;999;999;6;10;1801;1801;320;320
2012;18;18;8;999;999;6;11;1801;1801;320;320
2012;18;18;19;999;42;10;11;1801;1801;320;320
2012;18;18;22;999;999;10;11;1801;1801;320;320
2012;18;18;10;999;999;12;12;1801;1801;320;320
2012;18;18;12;999;999;10;12;1801;1801;320;320
2012;19;19;11;999;32;7;8;1901;1901;320;320
2013;20;20;10;999;999;12;2;2001;2001;320;320
2012;20;20;1;999;999;2;3;2001;2001;320;320
2012;20;20;2;999;999;2;3;2001;2001;320;320
2012;20;20;27;999;999;2;4;2001;2001;320;320
2012;20;20;16;999;999;3;5;2001;2001;320;320
2012;20;20;17;999;999;4;5;2001;2001;320;320
2012;20;20;6;999;999;3;6;2001;2001;320;320
2012;20;20;21;999;999;2;6;2001;2001;320;320
2012;20;20;25;999;999;5;6;2001;2001;320;320
2012;20;20;25;999;999;5;8;2001;2001;320;320
2012;20;20;7;999;999;3;10;2001;2001;320;320
2012;20;20;13;999;999;9;12;2001;2001;320;320
2012;20;20;15;999;999;11;12;2001;2001;320;320
2012;20;20;21;999;999;8;12;2001;2001;320;320
2012;20;20;27;999;999;2;12;2001;2001;320;320
2012;20;20;31;999;999;10;12;2001;2001;320;320
2012;22;22;27;999;999;1;2;2201;2201;320;320
2012;22;22;16;999;999;4;5;2201;2201;320;320
2012;22;22;23;999;999;5;6;2201;2201;320;320
2012;22;22;3;999;999;8;8;2201;2201;320;320
2012;22;22;31;999;999;7;8;2201;2201;320;320
2012;22;22;30;999;999;11;12;2201;2201;320;320
2012;22;22;22;999;999;3;5;2201;2203;320;320
2012;22;22;9;999;999;7;8;2201;2203;320;320
2012;17;17;17;999;999;7;8;1703;1703;320;320
2012;17;17;13;999;999;2;11;1703;1703;320;320
2012;17;17;20;999;999;4;8;1703;1708;320;320
2012;1;1;26;999;999;4;7;108;101;320;320
2013;1;3;26;999;999;11;6;108;301;320;320
2012;17;17;6;999;999;6;8;1708;1708;320;320
2012;1;1;28;999;22;9;12;115;101;320;320
2012;1;1;7;999;999;2;2;115;115;320;320
2012;1;1;12;999;999;1;2;115;115;320;320
2013;1;1;17;999;999;12;2;115;115;320;320
2012;1;1;13;999;999;3;5;115;115;320;320
2012;1;1;21;999;999;5;8;115;115;320;320
2012;1;9;5;999;999;3;3;115;923;320;320
2012;22;22;8;999;999;2;9;2215;2215;320;320
2012;18;18;23;999;999;2;3;1801;1801;340;320
2013;17;17;30;999;999;11;1;1712;1701;9999;9999
2013;9;11;26;73;999;12;6;920;1101;320;320
2012;5;5;20;83;999;7;10;501;501;320;320
2012;1;1;4;999;999;1;11;115;115;320;320
2012;1;1;17;999;26;2;5;101;101;320;320
2013;1;1;22;999;999;10;4;101;101;320;320
2012;1;1;25;999;999;6;8;101;101;320;320
2013;14;14;4;999;999;6;3;1403;1403;320;320
2012;2;1;17;999;60;5;5;201;105;320;320
2012;21;21;18;999;999;1;3;2101;2101;320;320
2012;21;21;18;999;999;1;4;2101;2102;320;320
2012;18;18;26;999;999;3;4;1801;1804;320;320
2013;11;11;15;30;999;11;3;1101;1101;320;320
2012;11;11;15;31;24;3;5;1101;1101;320;320
2012;1;1;30;35;34;1;4;101;101;320;320
2012;14;14;5;36;33;3;4;1401;1406;320;320
2012;22;22;26;36;62;9;10;2213;2213;320;320
2013;16;16;12;41;39;10;1;1601;1609;320;320
2012;13;13;15;42;43;6;7;1301;1301;320;320
2012;11;11;20;46;41;7;8;1101;1101;320;320
2013;16;16;27;59;35;9;1;1601;1601;320;320
2012;1;1;28;999;999;6;7;101;101;320;320
2013;1;1;17;999;999;7;4;101;109;320;320
2012;1;4;24;999;999;8;9;101;406;320;320
2012;10;10;7;999;999;8;8;1001;1001;320;320
2012;13;13;28;999;999;9;12;1301;1301;320;320
2013;18;18;16;999;999;11;1;1801;1805;320;320
2012;19;19;6;999;999;10;11;1901;1909;320;320
2012;21;21;20;999;21;4;5;2101;2102;320;320
2012;11;11;3;999;999;10;11;1102;1102;320;320
2012;1;4;30;999;999;3;6;108;401;320;320
2012;13;13;11;999;999;5;11;1308;1308;320;320
2012;1;6;1;999;999;6;7;101;608;320;320
2012;1;1;31;47;45;5;7;101;101;840;320
2012;7;7;31;30;32;7;9;701;701;320;320
2012;18;18;16;999;999;8;8;1801;1802;320;320
2012;18;18;21;999;999;9;12;1801;1802;320;320
2012;1;1;21;999;27;2;5;102;102;320;320
2012;1;1;5;999;999;7;9;114;114;320;320
2012;1;1;31;999;999;5;9;114;114;320;320
2012;12;12;20;999;999;7;8;1215;1215;320;320
2012;1;1;20;35;37;4;8;101;101;192;320
2012;1;1;11;38;38;4;5;101;101;192;320
2012;1;1;12;999;33;7;9;101;102;222;320
2012;1;1;3;999;999;4;5;101;106;320;320
2012;9;9;1;999;999;3;5;901;906;320;320
2012;15;16;30;999;999;1;4;1501;1606;320;320
2012;20;20;9;999;999;2;10;2001;2007;320;320
2012;22;22;5;999;999;7;8;2201;2201;320;320
2012;17;17;20;999;999;9;10;1705;1703;320;320
2013;1;1;20;999;999;8;4;115;115;320;320
2012;1;1;15;999;999;3;5;115;115;320;320
2013;13;13;10;999;999;9;3;1317;1326;320;320
2012;9;9;20;999;30;6;11;918;918;320;320
2013;1;1;21;999;999;9;1;101;101;320;320
2013;19;19;23;999;999;11;1;1901;1902;320;320
2012;1;1;20;999;999;3;7;101;101;320;320
2013;1;1;26;999;999;10;6;101;105;320;320
2013;18;18;7;999;999;9;2;1801;1804;320;320
2013;14;14;28;999;999;11;3;1405;1405;320;320
2013;1;1;20;999;999;11;1;101;101;320;320
2012;1;1;30;999;999;1;6;108;101;320;320
2012;14;14;26;24;22;1;3;1401;1406;320;320
2012;15;15;1;24;24;3;6;1501;1501;320;320
2012;3;1;14;28;999;2;7;301;101;320;320
2012;13;13;5;28;999;1;1;1301;1301;320;320
2012;18;18;13;32;27;9;11;1801;1804;320;320
2013;4;4;12;33;999;11;1;401;403;320;320
2012;6;6;7;33;999;6;8;601;609;320;320
2012;6;6;7;33;999;6;11;601;609;320;320
2013;10;5;1;33;999;8;2;1001;506;320;320
2012;16;16;24;33;31;7;8;1601;1609;320;320
2012;1;19;14;34;28;3;5;101;1908;320;320
2012;13;14;10;34;31;7;9;1301;1401;320;320
2012;4;4;4;35;999;7;7;401;403;320;320
2013;20;6;22;35;33;11;3;2001;611;320;320
2012;1;14;23;36;33;2;3;101;1401;320;320
2012;1;20;12;36;56;10;11;101;2011;320;320
2012;19;19;7;37;999;11;11;1901;1904;320;320
2012;10;10;29;38;999;3;7;1007;1007;320;320
2012;9;12;27;38;36;9;10;920;1218;320;320
2013;1;4;15;39;999;6;1;101;401;320;320
2012;2;2;12;39;999;7;8;201;205;320;320
2013;15;15;12;39;28;11;1;1501;1501;320;320
2012;1;1;18;42;39;1;5;101;101;320;320
2012;9;14;5;42;999;10;12;901;1401;320;320
2012;14;14;29;43;43;8;10;1401;1406;320;320
2012;16;16;21;43;44;3;11;1601;1601;320;320
2013;16;16;21;43;44;3;1;1601;1609;320;320
2012;14;14;29;44;38;3;5;1401;1401;320;320
2012;15;15;1;44;38;10;11;1501;1501;320;320
2013;16;16;23;46;46;11;4;1601;1601;320;320
2012;16;16;18;49;39;1;8;1609;1609;320;320
2013;13;13;23;50;41;11;3;1301;1301;320;320
2012;14;14;26;51;999;9;12;1401;1401;320;320
2012;14;14;21;52;34;6;7;1401;1418;320;320
2013;1;1;29;999;999;10;1;101;101;320;320
2013;1;1;31;999;999;10;1;101;101;320;320
2012;1;1;20;999;999;1;2;101;101;320;840
2013;1;1;26;999;999;11;2;101;101;320;320
2012;1;1;2;999;999;3;4;101;101;320;320
2012;1;1;9;999;999;2;4;101;101;320;188
2012;1;1;17;999;999;1;4;101;101;320;320
2012;1;1;6;999;999;2;6;101;101;320;320
2012;1;1;25;999;999;5;8;101;101;320;320
2012;1;1;30;999;999;8;9;101;101;320;320
2012;1;1;10;999;999;7;10;101;101;320;320
2012;1;1;11;999;999;10;12;101;101;320;320
2012;1;1;19;999;999;11;12;101;103;320;320
2012;1;1;10;999;999;9;11;101;108;320;320
2012;1;1;20;999;41;7;10;101;110;320;320
2012;1;1;6;999;999;3;5;101;117;320;320
2012;1;8;6;999;999;6;7;101;805;320;320
2012;1;12;24;999;999;9;10;101;1215;320;320
2012;1;22;20;999;999;1;8;101;2212;320;320
2013;6;1;2;999;999;11;1;601;103;320;320
2012;6;6;14;999;999;5;11;601;602;320;320
2012;7;7;15;999;999;5;7;701;701;320;320
2012;7;7;2;999;999;5;10;701;705;320;320
2012;9;9;26;999;999;3;9;901;901;320;320
2012;9;9;4;999;999;9;10;901;904;320;320
2012;10;10;17;999;999;10;12;1001;1009;320;320
2013;11;11;28;999;999;12;1;1101;1101;320;320
2012;11;11;18;999;999;9;11;1101;1101;320;320
2013;11;11;25;999;999;11;2;1101;1102;320;320
2012;12;12;13;999;999;3;4;1201;1203;320;320
2013;13;13;5;999;999;12;2;1301;1301;320;320
2012;13;13;11;999;999;10;12;1301;1301;320;320
2012;14;14;26;999;999;4;5;1401;1412;320;320
2012;15;15;8;999;35;3;8;1501;1501;320;320
2013;16;16;20;999;999;4;1;1601;1601;320;320
2012;16;16;17;999;999;8;10;1601;1603;320;320
2012;16;16;2;999;999;3;8;1601;1607;320;320
2013;16;16;3;999;999;9;4;1601;1613;320;320
2012;18;18;16;999;999;3;3;1801;1801;320;320
2012;18;18;9;999;25;8;9;1801;1804;320;320
2012;18;18;14;999;999;11;12;1801;1804;320;320
2012;18;18;21;999;999;8;12;1801;1804;320;320
2012;19;19;7;999;999;11;12;1901;1904;320;320
2012;19;19;9;999;999;4;5;1901;1904;320;320
2012;19;19;28;999;999;3;5;1901;1904;320;320
2013;19;19;15;999;999;5;6;1901;1904;320;320
2012;19;19;5;999;999;6;7;1901;1904;320;320
2012;19;19;26;999;999;11;12;1901;1904;320;320
2012;19;19;26;999;48;11;12;1901;1904;320;320
2012;19;19;15;999;999;5;8;1901;1905;320;320
2012;19;19;10;999;999;5;6;1901;1906;320;320
2012;21;21;8;999;999;8;9;2101;2101;320;320
2012;22;21;13;999;37;2;7;2201;2106;320;320
2012;22;22;23;999;999;8;10;2201;2201;320;320
2012;22;22;22;999;999;8;8;2201;2205;320;320
2013;5;5;2;999;999;4;3;502;506;320;320
2012;14;14;13;999;999;4;5;1403;1403;320;320
2013;17;17;14;999;999;12;2;1703;1703;320;320
2013;2;2;16;999;999;8;3;207;207;320;320
2013;15;15;19;999;999;11;1;1507;1507;320;320
2013;17;17;5;999;999;11;1;1712;1712;320;320
2012;17;17;19;999;999;9;11;1712;1712;320;320
2013;14;14;18;999;999;10;1;1413;1413;320;320
2012;14;14;31;999;999;1;4;1413;1415;320;320
2013;1;1;23;999;999;10;1;114;114;320;320
2012;1;1;29;999;999;3;5;114;114;320;320
2012;1;11;17;999;999;4;6;115;1103;320;320
2013;12;12;4;999;999;12;1;1215;1215;320;320
2013;12;12;20;999;999;11;1;1215;1215;320;320
2013;12;12;28;999;999;11;1;1215;1215;320;320
2012;12;12;29;999;999;8;10;1215;1215;320;320
2012;12;12;17;999;999;10;12;1215;1215;320;320
2012;9;12;12;999;999;6;8;920;1215;320;320
2012;1;1;8;999;999;5;5;101;101;320;320
2012;7;7;6;999;999;8;8;701;701;320;320
2012;9;9;3;999;999;9;11;901;904;320;320
2012;12;12;1;999;999;6;7;1201;1203;320;320
2012;9;9;2;999;999;5;6;901;904;720;320
2012;1;1;28;999;999;9;11;101;101;1020;320
2013;1;1;24;999;999;10;3;101;101;9999;9999
2012;21;21;12;999;999;6;8;2101;2101;9999;9999
2012;22;22;9;999;999;1;2;2201;2202;320;320
2012;11;11;28;30;27;3;4;1101;1101;320;320
2012;12;12;4;31;28;6;7;1214;1214;320;320
2013;12;12;28;35;999;12;4;1215;1215;320;320
2012;20;20;4;999;999;5;6;2001;2007;320;320
2013;9;12;16;25;28;8;3;920;1218;320;320
2013;11;11;28;27;21;12;6;1101;1106;320;320
2012;15;15;25;27;31;9;12;1501;1501;320;320
2012;11;12;9;28;25;2;7;1101;1218;320;320
2012;15;15;18;35;38;9;10;1501;1501;320;320
2012;15;15;6;36;40;1;2;1501;1501;320;320
2012;15;15;5;37;999;6;6;1501;1501;320;320
2012;1;1;29;42;999;3;10;101;103;320;320
2012;18;19;13;73;999;7;8;1801;1908;320;320
2012;19;19;4;999;999;5;6;1901;1904;320;320
2013;12;12;11;999;999;9;4;1215;1215;320;320
2012;12;12;7;999;999;9;10;1215;1215;320;320
2012;12;12;25;28;27;7;8;1215;1219;320;320
2012;15;15;6;25;21;7;9;1501;1501;320;320
2012;5;5;13;25;999;4;5;501;501;320;320
2012;14;14;30;53;999;7;8;1401;1401;320;320
2012;1;3;20;999;999;8;10;101;304;320;320
2012;15;15;27;25;31;7;11;1501;1501;320;320
2012;2;2;7;28;25;2;3;201;201;320;320
2012;1;1;24;30;25;5;6;101;101;320;320
2012;14;14;22;30;25;6;7;1401;1412;320;320
2012;13;13;4;31;28;5;6;1301;1301;320;320
2012;9;12;17;31;29;9;11;920;1218;320;320
2012;6;6;31;32;999;10;11;601;602;320;320
2012;6;6;26;35;38;1;3;601;611;320;320
2012;15;15;20;36;37;6;7;1501;1501;320;320
2012;22;22;14;45;999;11;12;2201;2212;320;320
2012;9;9;19;999;999;1;2;901;909;320;320
2012;1;1;3;30;999;7;7;101;101;320;320
2013;1;3;3;30;999;7;3;101;308;320;320
2013;1;1;4;41;36;10;2;115;101;320;340
2013;9;9;3;49;49;12;2;901;901;320;320
2012;16;15;29;24;999;2;4;1601;1508;320;320
2012;18;18;16;24;22;10;10;1801;1801;320;320
2013;20;20;30;24;999;10;2;2001;2007;320;320
2012;12;12;10;24;999;5;7;1215;1215;320;320
2012;1;1;21;25;999;9;11;101;101;320;320
2012;11;11;12;25;27;4;6;1101;1101;320;320
2012;11;11;4;26;26;7;12;1106;1106;320;320
2012;11;11;12;27;27;9;11;1101;1101;320;320
2012;13;13;12;27;999;4;8;1301;1301;320;320
2012;13;13;4;27;27;9;10;1301;1301;320;320
2013;1;1;12;28;999;10;2;101;101;320;320
2012;22;22;12;28;999;7;8;2201;2201;320;320
2012;11;12;31;29;999;7;10;1101;1219;320;320
2013;1;1;3;29;999;12;1;115;104;320;320
2012;19;19;3;30;999;8;10;1901;1903;320;320
2012;12;12;9;30;25;4;6;1215;1219;320;320
2012;22;22;27;31;999;9;10;2201;2201;320;320
2012;1;1;8;32;999;11;12;101;116;320;320
2013;6;6;16;33;28;10;2;601;604;320;320
2012;11;11;13;33;999;8;11;1101;1101;320;320
2012;22;22;16;33;32;1;1;2201;2205;320;320
2012;22;22;9;33;999;5;7;2204;2204;320;320
2012;10;5;19;34;36;4;5;1001;506;320;320
2012;11;11;7;34;999;3;4;1101;1101;320;320
2012;1;1;26;35;999;3;7;101;101;320;320
2012;13;13;20;35;33;4;5;1301;1303;320;320
2012;5;5;31;35;999;1;5;502;507;320;320
2013;9;9;25;35;30;10;1;922;922;320;320
2013;5;5;29;36;999;10;1;502;502;320;320
2013;5;5;29;36;999;10;4;502;506;320;320
2012;22;22;14;37;999;2;3;2201;2212;320;320
2012;17;17;23;38;999;3;4;1712;1709;320;320
2013;4;4;5;40;36;10;1;401;406;320;320
2012;9;9;16;40;34;4;5;901;919;320;320
2012;1;13;13;41;999;1;10;101;1301;320;320
2012;1;1;23;41;44;4;5;116;116;320;320
2012;5;5;22;42;37;5;6;501;501;320;320
2012;9;9;27;42;38;8;11;901;909;320;320
